PageId,Published,ProjectName,ProjectCountry,NoticeLanguage,ContactName,SubmissionDate,ProcurementType,MajorSector,BidReference,ProjectId,NoticeType,ContactOrganization,ContractSignatureDate,ProcurementGroup
5503,40206,"CL-Santiago Urban Transport TAL",Chile,Spanish,N/A,40206,"Management /Technical Advice","Public Administration, Law, and Justice; Transportation; Public Administration, Law, and Justice","Small Contracts Award (DIR, CQS, SSS)",P086689,"Contract Award",Published,N/A,40077
5504,40163,"JUDICIAL REFORM SUPPORT","Russian Federation",English,N/A,40163,"Management /Technical Advice","Public Administration, Law, and Justice","Consultant Award (QCBS, QBS, FCS, LCS)",P089733,"Contract Award",Published,N/A,40074
5505,40263,"District Heating Project",Croatia,English,N/A,40263,"Equipment, Energy Exploration, Production","Energy and mining","ICB Award",P095389,"Contract Award",Published,N/A,40074
5506,40263,"District Heating Project",Croatia,English,N/A,40263,"Equipment, Energy Exploration, Production","Energy and mining","ICB Award",P095389,"Contract Award",Revised,N/A,40074
5507,40263,"District Heating Project",Croatia,English,N/A,40263,"Equipment, Energy Exploration, Production","Energy and mining","ICB Award",P095389,"Contract Award",Published,N/A,40074
5508,40263,"District Heating Project",Croatia,English,N/A,40263,"Equipment, Energy Exploration, Production","Energy and mining","ICB Award",P095389,"Contract Award",Published,N/A,40074
5509,40263,"District Heating Project",Croatia,English,N/A,40263,"Equipment, Energy Exploration, Production","Energy and mining","ICB Award",P095389,"Contract Award",Published,N/A,40074
5510,40263,"District Heating Project",Croatia,English,N/A,40263,"Equipment, Energy Exploration, Production","Energy and mining","ICB Award",P095389,"Contract Award",Published,N/A,40074
5511,40490,"JUDICIAL REFORM SUPPORT","Russian Federation",English,N/A,40490,"Management /Technical Advice","Public Administration, Law, and Justice","ICB Award",P089733,"Contract Award",Published,N/A,40074
5512,40490,"JUDICIAL REFORM SUPPORT","Russian Federation",English,N/A,40490,"Management /Technical Advice","Public Administration, Law, and Justice","ICB Award",P089733,"Contract Award",Published,N/A,40074
5513,40490,"JUDICIAL REFORM SUPPORT","Russian Federation",English,N/A,40490,"Management /Technical Advice","Public Administration, Law, and Justice","ICB Award",P089733,"Contract Award",Published,N/A,40074
5514,41249,"CM - Competitive Value Chains",Cameroon,French,N/A,41249,"Equipment, Transportation","Public Administration, Law, and Justice; Industry and trade","Small Contracts Award (DIR,CQS,INDV,SSS)",P112975,"Contract Award",Published,N/A,40254
5515,41249,"CM - Competitive Value Chains",Cameroon,French,N/A,41249,"Equipment, Transportation","Public Administration, Law, and Justice; Industry and trade","Consultant Award (QCBS, QBS, FCS, LCS)",P112975,"Contract Award",Published,N/A,40254
5516,41312,"CM - Competitive Value Chains",Cameroon,French,N/A,41312,"Equipment, Transportation","Public Administration, Law, and Justice; Industry and trade","Consultant Award (QCBS, QBS, FCS, LCS)",P112975,"Contract Award",Published,N/A,40254
5517,41513,"CM - Competitive Value Chains",Cameroon,French,N/A,41513,"Equipment, Transportation","Public Administration, Law, and Justice; Industry and trade","Consultant Award (QCBS, QBS, FCS, LCS)",P112975,"Contract Award",Published,N/A,40254
5518,40108,"AR (APL2) Prov Maternal-Child Health",Argentina,Spanish,N/A,40108,"Equipment, Medical","Public Administration, Law, and Justice; Public Administration, Law, and Justice; Health and other social services; Public Administration, Law, and Justice","Consultant Award (QCBS, QBS, FCS, LCS)",P095515,"Contract Award",Published,N/A,40073
5519,40780,"CI-Transp Sec Adj","Cote d'Ivoire",French,N/A,40780,"Works, Maintenance and Rehabilitation","Transportation; Transportation; Transportation; Public Administration, Law, and Justice","ICB Award",P001177,"Contract Award",Published,N/A,38013
5520,40780,"CI-Transp Sec Adj","Cote d'Ivoire",French,N/A,40780,"Works, Maintenance and Rehabilitation","Transportation; Transportation; Transportation; Public Administration, Law, and Justice","ICB Award",P001177,"Contract Award",Published,N/A,38013
5521,40780,"CI-Transp Sec Adj","Cote d'Ivoire",French,N/A,40780,"Works, Maintenance and Rehabilitation","Transportation; Transportation; Transportation; Public Administration, Law, and Justice","ICB Award",P001177,"Contract Award",Published,N/A,38013
5522,40870,"AO-MS ERL 2",Angola,English,N/A,40870,"Management /Technical Advice","Public Administration, Law, and Justice; Energy and mining; Water, sanitation and flood protection; Transportation","ICB Award",P095229,"Contract Award",Published,N/A,40584
5523,40870,"AO-MS ERL 2",Angola,English,N/A,40870,"Management /Technical Advice","Public Administration, Law, and Justice; Energy and mining; Water, sanitation and flood protection; Transportation","ICB Award",P095229,"Contract Award",Published,N/A,40584
5524,40870,"AO-MS ERL 2",Angola,English,N/A,40870,"Management /Technical Advice","Public Administration, Law, and Justice; Energy and mining; Water, sanitation and flood protection; Transportation","ICB Award",P095229,"Contract Award",Published,N/A,40584
5525,40870,"AO-MS ERL 2",Angola,English,N/A,40870,"Management /Technical Advice","Public Administration, Law, and Justice; Energy and mining; Water, sanitation and flood protection; Transportation","ICB Award",P095229,"Contract Award",Published,N/A,40584
5526,40994,"AO-MS ERL 2",Angola,English,N/A,40994,"Management /Technical Advice","Public Administration, Law, and Justice; Energy and mining; Water, sanitation and flood protection; Transportation","ICB Award",P095229,"Contract Award",Published,N/A,40584
5527,40994,"AO-MS ERL 2",Angola,English,N/A,40994,"Management /Technical Advice","Public Administration, Law, and Justice; Energy and mining; Water, sanitation and flood protection; Transportation","ICB Award",P095229,"Contract Award",Published,N/A,40584
5528,41197,"AO-MS ERL 2",Angola,English,N/A,41197,"Management /Technical Advice","Public Administration, Law, and Justice; Energy and mining; Water, sanitation and flood protection; Transportation","Consultant Award (QCBS, QBS, FCS, LCS)",P095229,"Contract Award",Published,N/A,40584
5529,41197,"AO-MS ERL 2",Angola,English,N/A,41197,"Management /Technical Advice","Public Administration, Law, and Justice; Energy and mining; Water, sanitation and flood protection; Transportation","Consultant Award (QCBS, QBS, FCS, LCS)",P095229,"Contract Award",Published,N/A,40584
5530,41197,"AO-MS ERL 2",Angola,English,N/A,41197,"Management /Technical Advice","Public Administration, Law, and Justice; Energy and mining; Water, sanitation and flood protection; Transportation","Consultant Award (QCBS, QBS, FCS, LCS)",P095229,"Contract Award",Published,N/A,40584
5531,41197,"AO-MS ERL 2",Angola,English,N/A,41197,"Management /Technical Advice","Public Administration, Law, and Justice; Energy and mining; Water, sanitation and flood protection; Transportation","Consultant Award (QCBS, QBS, FCS, LCS)",P095229,"Contract Award",Revised,N/A,40584
5532,41197,"AO-MS ERL 2",Angola,English,N/A,41197,"Management /Technical Advice","Public Administration, Law, and Justice; Energy and mining; Water, sanitation and flood protection; Transportation","Consultant Award (QCBS, QBS, FCS, LCS)",P095229,"Contract Award",Published,N/A,40584
5533,40689,"IN: Haryana Power System Improv Project",India,English,N/A,40689,"Works, Installation","Energy and mining; Energy and mining","Consultant Award (QCBS, QBS, FCS, LCS)",P110051,"Contract Award",Published,N/A,41296
5534,40694,"IN: Haryana Power System Improv Project",India,English,N/A,40694,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5535,40694,"IN: Haryana Power System Improv Project",India,English,N/A,40694,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5536,41044,"IN: Haryana Power System Improv Project",India,English,N/A,41044,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Revised,N/A,41296
5537,41044,"IN: Haryana Power System Improv Project",India,English,N/A,41044,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5538,41403,"IN: Haryana Power System Improv Project",India,English,N/A,41403,"Works, Installation","Energy and mining; Energy and mining","Consultant Award (QCBS, QBS, FCS, LCS)",P110051,"Contract Award",Published,N/A,41296
5539,41527,"IN: Haryana Power System Improv Project",India,English,N/A,41527,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5540,41544,"IN: Haryana Power System Improv Project",India,English,N/A,41544,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5541,41544,"IN: Haryana Power System Improv Project",India,English,N/A,41544,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5542,41544,"IN: Haryana Power System Improv Project",India,English,N/A,41544,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5543,41555,"IN: Haryana Power System Improv Project",India,English,N/A,41555,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5544,41556,"IN: Haryana Power System Improv Project",India,English,N/A,41556,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5545,41597,"IN: Haryana Power System Improv Project",India,English,N/A,41597,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5546,41648,"IN: Haryana Power System Improv Project",India,English,N/A,41648,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5547,41648,"IN: Haryana Power System Improv Project",India,English,N/A,41648,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5548,41648,"IN: Haryana Power System Improv Project",India,English,N/A,41648,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5549,41654,"IN: Haryana Power System Improv Project",India,English,N/A,41654,"Works, Installation","Energy and mining; Energy and mining","ICB Award",P110051,"Contract Award",Published,N/A,41296
5550,39973,"URBAN INFRASTRUCTURE",Ukraine,English,N/A,39973,Miscellaneous,"Water, sanitation and flood protection; Energy and mining; Water, sanitation and flood protection; Water, sanitation and flood protection","ICB Award",P095337,"Contract Award",Published,N/A,40065
5551,40267,"URBAN INFRASTRUCTURE",Ukraine,English,N/A,40267,Miscellaneous,"Water, sanitation and flood protection; Energy and mining; Water, sanitation and flood protection; Water, sanitation and flood protection","ICB Award",P095337,"Contract Award",Published,N/A,40065
5552,40365,"URBAN INFRASTRUCTURE",Ukraine,English,N/A,40365,Miscellaneous,"Water, sanitation and flood protection; Energy and mining; Water, sanitation and flood protection; Water, sanitation and flood protection","ICB Award",P095337,"Contract Award",Published,N/A,40065
5553,40410,"URBAN INFRASTRUCTURE",Ukraine,English,N/A,40410,Miscellaneous,"Water, sanitation and flood protection; Energy and mining; Water, sanitation and flood protection; Water, sanitation and flood protection","ICB Award",P095337,"Contract Award",Published,N/A,40065
5554,40596,"URBAN INFRASTRUCTURE",Ukraine,English,N/A,40596,Miscellaneous,"Water, sanitation and flood protection; Energy and mining; Water, sanitation and flood protection; Water, sanitation and flood protection","ICB Award",P095337,"Contract Award",Published,N/A,40065
5555,40164,"TZ-Zanzibar Urban Services Project",Tanzania,English,N/A,40164,"Institution building","Public Administration, Law, and Justice; Water, sanitation and flood protection; Water, sanitation and flood protection","Small Contracts Award (DIR, CQS, SSS)",P111155,"Contract Award",Published,N/A,40064
5556,40023,"MW-Sec Natl Water Dev Project SIL (FY07)",Malawi,English,N/A,40023,"Feasibility Studies","Public Administration, Law, and Justice; Health and other social services; Water, sanitation and flood protection; Public Administration, Law, and Justice; Water, sanitation and flood protection","ICB Award",P096336,"Contract Award",Published,N/A,40063
5557,40134,"MW-Sec Natl Water Dev Project SIL (FY07)",Malawi,English,N/A,40134,"Feasibility Studies","Public Administration, Law, and Justice; Health and other social services; Water, sanitation and flood protection; Public Administration, Law, and Justice; Water, sanitation and flood protection","Consultant Award (QCBS, QBS, FCS, LCS)",P096336,"Contract Award",Published,N/A,40063
5558,40163,"MW-Sec Natl Water Dev Project SIL (FY07)",Malawi,English,N/A,40163,"Feasibility Studies","Public Administration, Law, and Justice; Health and other social services; Water, sanitation and flood protection; Public Administration, Law, and Justice; Water, sanitation and flood protection","ICB Award",P096336,"Contract Award",Published,N/A,40063
5559,40414,"NI Greater Managua Water and Sanitation",Nicaragua,Spanish,N/A,40414,"Environmental Studies","Water, sanitation and flood protection; Water, sanitation and flood protection","Consultant Award (QCBS, QBS, FCS, LCS)",P110092,"Contract Award",Published,N/A,40057
5560,40414,"NI Greater Managua Water and Sanitation",Nicaragua,Spanish,N/A,40414,"Environmental Studies","Water, sanitation and flood protection; Water, sanitation and flood protection","Consultant Award (QCBS, QBS, FCS, LCS)",P110092,"Contract Award",Published,N/A,40057
5561,40414,"NI Greater Managua Water and Sanitation",Nicaragua,English,N/A,40414,"Environmental Studies","Water, sanitation and flood protection; Water, sanitation and flood protection","Consultant Award (QCBS, QBS, FCS, LCS)",P110092,"Contract Award",Published,N/A,40057
5562,40415,"NI Greater Managua Water and Sanitation",Nicaragua,Spanish,N/A,40415,"Environmental Studies","Water, sanitation and flood protection; Water, sanitation and flood protection","ICB Award",P110092,"Contract Award",Revised,N/A,40057
5563,40415,"NI Greater Managua Water and Sanitation",Nicaragua,Spanish,N/A,40415,"Environmental Studies","Water, sanitation and flood protection; Water, sanitation and flood protection","ICB Award",P110092,"Contract Award",Published,N/A,40057
5564,40415,"NI Greater Managua Water and Sanitation",Nicaragua,Spanish,N/A,40415,"Environmental Studies","Water, sanitation and flood protection; Water, sanitation and flood protection","Small Contracts Award (DIR, CQS, SSS)",P110092,"Contract Award",Published,N/A,40057
5565,40688,FORESTRY,Kazakhstan,English,N/A,40688,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","ICB Award",P078301,"Contract Award",Published,N/A,40605
5566,40702,"HEALTH (SERBIA)",Serbia,English,N/A,40702,"Equipment, Medical","Finance; Health and other social services","ICB Award",P077675,"Contract Award",Revised,N/A,39120
5567,40703,"HEALTH (SERBIA)",Serbia,English,N/A,40703,"Equipment, Medical","Finance; Health and other social services","ICB Award",P077675,"Contract Award",Revised,N/A,39120
5568,40735,FORESTRY,Kazakhstan,English,N/A,40735,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","ICB Award",P078301,"Contract Award",Published,N/A,40605
5569,40735,FORESTRY,Kazakhstan,English,N/A,40735,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","ICB Award",P078301,"Contract Award",Published,N/A,40605
5570,40750,"HEALTH (SERBIA)",Serbia,English,N/A,40750,"Equipment, Medical","Finance; Health and other social services","Small Contracts Award (DIR, CQS, SSS)",P077675,"Contract Award",Published,N/A,39120
5571,40750,"HEALTH (SERBIA)",Serbia,English,N/A,40750,"Equipment, Medical","Finance; Health and other social services","Small Contracts Award (DIR, CQS, SSS)",P077675,"Contract Award",Published,N/A,39120
5572,40750,"HEALTH (SERBIA)",Serbia,English,N/A,40750,"Equipment, Medical","Finance; Health and other social services","Small Contracts Award (DIR, CQS, SSS)",P077675,"Contract Award",Published,N/A,39120
5573,40750,"HEALTH (SERBIA)",Serbia,English,N/A,40750,"Equipment, Medical","Finance; Health and other social services","Small Contracts Award (DIR, CQS, SSS)",P077675,"Contract Award",Published,N/A,39120
5574,40751,"HEALTH (SERBIA)",Serbia,English,N/A,40751,"Equipment, Medical","Finance; Health and other social services","Consultant Award (QCBS, QBS, FCS, LCS)",P077675,"Contract Award",Revised,N/A,39120
5575,40792,"HEALTH (SERBIA)",Serbia,English,N/A,40792,"Equipment, Medical","Finance; Health and other social services","ICB Award",P077675,"Contract Award",Published,N/A,39120
5576,40807,FORESTRY,Kazakhstan,English,N/A,40807,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","ICB Award",P078301,"Contract Award",Published,N/A,40605
5577,40807,FORESTRY,Kazakhstan,English,N/A,40807,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","ICB Award",P078301,"Contract Award",Published,N/A,40605
5578,40838,FORESTRY,Kazakhstan,English,N/A,40838,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","ICB Award",P078301,"Contract Award",Published,N/A,40605
5579,40865,FORESTRY,Kazakhstan,English,N/A,40865,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","Small Contracts Award (DIR,CQS,INDV,SSS)",P078301,"Contract Award",Revised,N/A,40605
5580,40875,FORESTRY,Kazakhstan,English,N/A,40875,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","Small Contracts Award (DIR,CQS,INDV,SSS)",P078301,"Contract Award",Revised,N/A,40605
5581,40875,FORESTRY,Kazakhstan,English,N/A,40875,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","Consultant Award (QCBS, QBS, FCS, LCS)",P078301,"Contract Award",Published,N/A,40605
5582,40882,FORESTRY,Kazakhstan,English,N/A,40882,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","Consultant Award (QCBS, QBS, FCS, LCS)",P078301,"Contract Award",Published,N/A,40605
5583,40884,"HEALTH (SERBIA)",Serbia,English,N/A,40884,"Equipment, Medical","Finance; Health and other social services","ICB Award",P077675,"Contract Award",Published,N/A,39120
5584,40974,FORESTRY,Kazakhstan,English,N/A,40974,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","Small Contracts Award (DIR,CQS,INDV,SSS)",P078301,"Contract Award",Published,N/A,40605
5585,41130,FORESTRY,Kazakhstan,English,N/A,41130,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","Small Contracts Award (DIR,CQS,INDV,SSS)",P078301,"Contract Award",Published,N/A,40605
5586,41130,FORESTRY,Kazakhstan,English,N/A,41130,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","ICB Award",P078301,"Contract Award",Published,N/A,40605
5587,41323,FORESTRY,Kazakhstan,English,N/A,41323,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","Small Contracts Award (DIR,CQS,INDV,SSS)",P078301,"Contract Award",Published,N/A,40605
5588,41494,FORESTRY,Kazakhstan,English,N/A,41494,"Works, Infrastructure","Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","Small Contracts Award (DIR,CQS,INDV,SSS)",P078301,"Contract Award",Published,N/A,40605
5589,39910,"AR Lifelong Learning Project",Argentina,Spanish,N/A,39910,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Published,N/A,40053
5590,39945,"AR Lifelong Learning Project",Argentina,Spanish,N/A,39945,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Revised,N/A,40053
5591,40036,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40036,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Published,N/A,40053
5592,40094,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40094,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Published,N/A,40053
5593,40252,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40252,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Published,N/A,40053
5594,40252,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40252,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Published,N/A,40053
5595,40252,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40252,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Published,N/A,40053
5596,40422,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40422,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","ICB Award",P095514,"Contract Award",Published,N/A,40053
5597,40422,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40422,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","ICB Award",P095514,"Contract Award",Published,N/A,40053
5598,40422,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40422,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","ICB Award",P095514,"Contract Award",Published,N/A,40053
5599,40422,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40422,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","ICB Award",P095514,"Contract Award",Published,N/A,40053
5600,40424,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40424,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","ICB Award",P095514,"Contract Award",Published,N/A,40053
5601,40451,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40451,Miscellaneous,"Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","ICB Award",P095514,"Contract Award",Published,N/A,40053
5602,40630,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40630,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Published,N/A,40457
5603,40737,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40737,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Consultant Award (QCBS, QBS, FCS, LCS)",P095514,"Contract Award",Published,N/A,40457
5604,40745,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40745,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Consultant Award (QCBS, QBS, FCS, LCS)",P095514,"Contract Award",Published,N/A,40457
5605,40771,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40771,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Published,N/A,40457
5606,40791,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40791,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Published,N/A,40457
5607,40791,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40791,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Published,N/A,40457
5608,40791,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40791,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR, CQS, SSS)",P095514,"Contract Award",Published,N/A,40457
5609,40870,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40870,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Consultant Award (QCBS, QBS, FCS, LCS)",P095514,"Contract Award",Published,N/A,40457
5610,40899,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40899,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR,CQS,INDV,SSS)",P095514,"Contract Award",Published,N/A,40457
5611,40899,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40899,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR,CQS,INDV,SSS)",P095514,"Contract Award",Published,N/A,40457
5612,40925,"AR Lifelong Learning Project",Argentina,Spanish,N/A,40925,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","ICB Award",P095514,"Contract Award",Published,N/A,40457
5613,41067,"AR Lifelong Learning Project",Argentina,Spanish,N/A,41067,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Consultant Award (QCBS, QBS, FCS, LCS)",P095514,"Contract Award",Published,N/A,40457
5614,41121,"AR Lifelong Learning Project",Argentina,Spanish,N/A,41121,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Consultant Award (QCBS, QBS, FCS, LCS)",P095514,"Contract Award",Published,N/A,40457
5615,41129,"AR Lifelong Learning Project",Argentina,Spanish,N/A,41129,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR,CQS,INDV,SSS)",P095514,"Contract Award",Published,N/A,40457
5616,41129,"AR Lifelong Learning Project",Argentina,Spanish,N/A,41129,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Small Contracts Award (DIR,CQS,INDV,SSS)",P095514,"Contract Award",Published,N/A,40457
5617,41250,"AR Lifelong Learning Project",Argentina,Spanish,N/A,41250,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Consultant Award (QCBS, QBS, FCS, LCS)",P095514,"Contract Award",Revised,N/A,40457
5618,41250,"AR Lifelong Learning Project",Argentina,Spanish,N/A,41250,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Consultant Award (QCBS, QBS, FCS, LCS)",P095514,"Contract Award",Published,N/A,40457
5619,41263,"AR Lifelong Learning Project",Argentina,Spanish,N/A,41263,"Equipment, Construction","Industry and trade; Education; Health and other social services; Public Administration, Law, and Justice; Education","Consultant Award (QCBS, QBS, FCS, LCS)",P095514,"Contract Award",Published,N/A,40457
5620,40669,"TP-Education Sector Support",Timor-Leste,English,N/A,40669,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5621,40669,"TP-Education Sector Support",Timor-Leste,English,N/A,40669,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5622,40669,"TP-Education Sector Support",Timor-Leste,English,N/A,40669,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5623,40669,"TP-Education Sector Support",Timor-Leste,English,N/A,40669,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5624,40669,"TP-Education Sector Support",Timor-Leste,English,N/A,40669,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5625,40669,"TP-Education Sector Support",Timor-Leste,English,N/A,40669,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5626,40669,"TP-Education Sector Support",Timor-Leste,English,N/A,40669,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5627,40932,"TP-Education Sector Support",Timor-Leste,English,N/A,40932,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
5628,40932,"TP-Education Sector Support",Timor-Leste,English,N/A,40932,"Management /Technical Advice","Education; Education; Education; Public Administration, Law, and Justice","ICB Award",P095873,"Contract Award",Published,N/A,40658
